timestamp,price
2025-11-22 15:51:09,84021.235
2025-11-22 15:51:12,84044.15
2025-11-22 15:51:30,84044.15
2025-11-22 15:53:40,84048.635
2025-11-22 15:54:27,84050.805
2025-11-22 16:00:01,84251.59
2025-11-22 16:02:43,84218.025
